add device 1: /dev/input/event10
  name:     "step_det_sensor"
add device 2: /dev/input/event8
  name:     "tilt_sensor"
add device 3: /dev/input/event6
  name:     "gyro_sensor"
add device 4: /dev/input/event9
  name:     "step_cnt_sensor"
add device 5: /dev/input/event4
  name:     "magnetic_sensor"
add device 6: /dev/input/event7
  name:     "SignificantMotionDetector"
add device 7: /dev/input/event2
  name:     "light_sensor"
add device 8: /dev/input/event5
  name:     "accelerometer_sensor"
add device 9: /dev/input/event3
  name:     "proximity_sensor"
add device 10: /dev/input/event0
  name:     "qpnp_pon"
add device 11: /dev/input/event1
  name:     "meta_event"
add device 12: /dev/input/event12
  name:     "sec_touchscreen"
add device 13: /dev/input/event11
  name:     "gpio_keys"
[ 2864766.577737] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.644418] /dev/input/event5: EV_REL       REL_X                000000cc            
[ 2864766.644418] /dev/input/event5: EV_REL       REL_Y                0000002b            
[ 2864766.644418] /dev/input/event5: EV_REL       REL_Z                00001fba            
[ 2864766.644418] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.644418] /dev/input/event5: EV_REL       REL_MISC             131b4483            
[ 2864766.644418] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.711067] /dev/input/event5: EV_REL       REL_X                000000c5            
[ 2864766.711067] /dev/input/event5: EV_REL       REL_Y                00000028            
[ 2864766.711067] /dev/input/event5: EV_REL       REL_Z                00001fb6            
[ 2864766.711067] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.711067] /dev/input/event5: EV_REL       REL_MISC             171496e1            
[ 2864766.711067] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.777765] /dev/input/event5: EV_REL       REL_X                000000c5            
[ 2864766.777765] /dev/input/event5: EV_REL       REL_Y                0000002a            
[ 2864766.777765] /dev/input/event5: EV_REL       REL_Z                00001fb6            
[ 2864766.777765] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.777765] /dev/input/event5: EV_REL       REL_MISC             1b0e53da            
[ 2864766.777765] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.844389] /dev/input/event5: EV_REL       REL_X                000000c9            
[ 2864766.844389] /dev/input/event5: EV_REL       REL_Y                00000020            
[ 2864766.844389] /dev/input/event5: EV_REL       REL_Z                00001fb2            
[ 2864766.844389] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.844389] /dev/input/event5: EV_REL       REL_MISC             1f071eed            
[ 2864766.844389] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.911052] /dev/input/event5: EV_REL       REL_X                000000c3            
[ 2864766.911052] /dev/input/event5: EV_REL       REL_Y                0000002e            
[ 2864766.911052] /dev/input/event5: EV_REL       REL_Z                00001fb3            
[ 2864766.911052] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.911052] /dev/input/event5: EV_REL       REL_MISC             23005433            
[ 2864766.911052] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864766.977707] /dev/input/event5: EV_REL       REL_X                000000cc            
[ 2864766.977707] /dev/input/event5: EV_REL       REL_Y                0000002b            
[ 2864766.977707] /dev/input/event5: EV_REL       REL_Z                00001fb1            
[ 2864766.977707] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864766.977707] /dev/input/event5: EV_REL       REL_MISC             26f96f3a            
[ 2864766.977707] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864767.044477] /dev/input/event5: EV_REL       REL_X                000000c2            
[ 2864767.044477] /dev/input/event5: EV_REL       REL_Y                0000001e            
[ 2864767.044477] /dev/input/event5: EV_REL       REL_Z                00001fb3            
[ 2864767.044477] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864767.044477] /dev/input/event5: EV_REL       REL_MISC             2af2c7b3            
[ 2864767.044477] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864767.111072] /dev/input/event5: EV_REL       REL_X                000000c0            
[ 2864767.111072] /dev/input/event5: EV_REL       REL_Y                00000025            
[ 2864767.111072] /dev/input/event5: EV_REL       REL_Z                00001fab            
[ 2864767.111072] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864767.111072] /dev/input/event5: EV_REL       REL_MISC             2eec267a            
[ 2864767.111072] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864767.177767] /dev/input/event5: EV_REL       REL_X                000000c8            
[ 2864767.177767] /dev/input/event5: EV_REL       REL_Y                0000002c            
[ 2864767.177767] /dev/input/event5: EV_REL       REL_Z                00001fb2            
[ 2864767.177767] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864767.177767] /dev/input/event5: EV_REL       REL_MISC             32e5d499            
[ 2864767.177767] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
[ 2864767.244435] /dev/input/event5: EV_REL       REL_X                000000c7            
[ 2864767.244435] /dev/input/event5: EV_REL       REL_Y                00000028            
[ 2864767.244435] /dev/input/event5: EV_REL       REL_Z                00001fb4            
[ 2864767.244435] /dev/input/event5: EV_REL       REL_DIAL             000a36a3            
[ 2864767.244435] /dev/input/event5: EV_REL       REL_MISC             36df0f91            
[ 2864767.244435] /dev/input/event5: EV_SYN       SYN_REPORT           00000000            
